adc_file,source_file,mode,chunk_size,chunk_index,original_offset,original_size,compressed_size,compression_ratio,best_compressor,entropy,text_ratio,zero_ratio,unique_byte_count,feature_size_bytes
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1394,365428736,262144,1872,0.00714111328125,lzma_6,4.769974763141362,1.0,0.0,46,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1395,365690880,262144,181328,0.69171142578125,lzma_6,7.33517877737355,0.4337882995605469,0.003078460693359375,256,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1396,365953024,262144,77,0.000293731689453125,zstd_10,1.8406283492670494,0.0340576171875,0.76141357421875,22,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1397,366215168,262144,262144,1.0,store,7.99929865074667,0.3826141357421875,0.003780364990234375,256,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1398,366477312,262144,8050,0.03070831298828125,zstd_19,4.48264904464539,1.0,0.0,34,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1399,366739456,262144,104,0.000396728515625,zstd_19,0.0066727787465866726,0.000324249267578125,0.99957275390625,14,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1400,367001600,262144,1872,0.00714111328125,lzma_6,4.7617912780390155,1.0,0.0,46,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1401,367263744,262144,104,0.000396728515625,zstd_19,0.0066727787465866726,0.000324249267578125,0.99957275390625,14,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1402,367525888,262144,182676,0.6968536376953125,lzma_6,7.310748927063706,0.4264564514160156,0.0034942626953125,256,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1403,367788032,262144,85,0.000324249267578125,zstd_10,1.9574219614934496,0.02581787109375,0.7586669921875,29,262144
results/phase3_interleaved/interleaved_256kb_oracle.adc,data/ml_data/phase3_interleaved_ml_artifact_512mb.bin,chunk_oracle_best_size,262144,1404,368050176,262144,8227,0.031383514404296875,zstd_19,4.473946392893852,1.0,0.0,34,262144
